LOCALDATE (BEIJING),RVR_1A,MOR_1A,LIGHTS,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),TEMP (°C),RH (%),DEWPOINT (°C),WS2A (MPS),WD2A,CW2A (MPS)
2020-03-12 11:18:15,3000,8000,100,1016.40,1017.95,1016.38,19.58,38.00,5.02,2.82,131,2.69
2020-03-12 11:18:30,3000,8000,100,1016.40,1017.95,1016.38,19.55,38.00,5.00,2.68,126,2.48
2020-03-12 11:18:45,3000,8000,100,1016.40,1017.95,1016.38,19.52,38.00,4.97,2.69,126,2.49
2020-03-12 11:19:00,3000,8000,100,1016.40,1017.95,1016.38,19.50,38.00,4.95,2.77,129,2.62
2020-03-12 11:19:15,3000,8000,100,1016.38,1017.93,1016.36,19.48,38.25,5.02,2.94,130,2.79
2020-03-12 11:19:30,3000,8000,100,1016.35,1017.90,1016.33,19.45,38.50,5.09,3.21,129,3.03
2020-03-12 11:19:45,3000,8000,100,1016.32,1017.88,1016.30,19.42,38.75,5.16,3.43,133,3.31
2020-03-12 11:20:00,3000,8000,100,1016.30,1017.85,1016.28,19.40,39.00,5.23,3.44,137,3.38
2020-03-12 11:20:15,3000,8000,100,1016.30,1017.85,1016.28,19.42,39.00,5.25,3.57,144,3.56
2020-03-12 11:20:30,3000,8000,100,1016.30,1017.85,1016.28,19.45,39.00,5.28,3.67,149,3.67
2020-03-12 11:20:45,3000,8000,100,1016.30,1017.85,1016.28,19.48,39.00,5.30,3.74,151,3.74
2020-03-12 11:21:00,3000,8000,100,1016.30,1017.85,1016.28,19.50,39.00,5.32,3.72,152,3.71
2020-03-12 11:21:15,3000,8000,100,1016.27,1017.83,1016.25,19.50,38.75,5.23,3.67,153,3.66
2020-03-12 11:21:30,3000,8000,100,1016.25,1017.80,1016.23,19.50,38.50,5.13,3.56,160,3.48
2020-03-12 11:21:45,3000,8000,100,1016.23,1017.77,1016.20,19.50,38.25,5.04,3.33,167,3.15
2020-03-12 11:22:00,3000,8000,100,1016.20,1017.75,1016.18,19.50,38.00,4.95,3.11,175,2.77
2020-03-12 11:22:15,3000,8000,100,1016.20,1017.75,1016.18,19.57,38.50,5.20,2.88,181,2.42
2020-03-12 11:22:30,3000,8000,100,1016.20,1017.75,1016.18,19.65,39.00,5.45,2.74,186,2.16
2020-03-12 11:22:45,3000,8000,100,1016.20,1017.75,1016.18,19.73,39.50,5.70,2.52,188,1.93
2020-03-12 11:23:00,3000,8000,100,1016.20,1017.75,1016.18,19.80,40.00,5.95,2.35,191,1.72
2020-03-12 11:23:15,3000,8000,100,1016.20,1017.75,1016.18,19.80,39.25,5.67,2.14,192,1.54
2020-03-12 11:23:30,3000,8000,100,1016.20,1017.75,1016.18,19.80,38.50,5.39,1.97,188,1.51
2020-03-12 11:23:45,3000,8000,100,1016.20,1017.75,1016.18,19.80,37.75,5.12,1.87,184,1.51
2020-03-12 11:24:00,3000,8000,100,1016.20,1017.75,1016.18,19.80,37.00,4.84,1.76,187,1.37
2020-03-12 11:24:15,3000,8000,100,1016.18,1017.73,1016.15,19.80,37.25,4.93,1.64,190,1.22
2020-03-12 11:24:30,3000,8000,100,1016.15,1017.70,1016.13,19.80,37.50,5.03,1.42,187,1.11
2020-03-12 11:24:45,3000,8000,100,1016.12,1017.67,1016.11,19.80,37.75,5.12,1.47,180,1.25
2020-03-12 11:25:00,3000,8000,100,1016.10,1017.65,1016.08,19.80,38.00,5.22,1.54,173,1.39
2020-03-12 11:25:15,3000,8000,100,1016.10,1017.65,1016.08,19.77,38.00,5.20,1.55,167,1.47
2020-03-12 11:25:30,3000,8000,100,1016.10,1017.65,1016.08,19.75,38.00,5.17,1.59,161,1.55
2020-03-12 11:25:45,3000,8000,100,1016.10,1017.65,1016.08,19.73,38.00,5.15,1.71,154,1.70
2020-03-12 11:26:00,3000,8000,100,1016.10,1017.65,1016.08,19.70,38.00,5.13,1.85,140,1.83
2020-03-12 11:26:15,3000,8000,100,1016.10,1017.65,1016.08,19.73,38.25,5.25,1.98,130,1.89
2020-03-12 11:26:30,3000,8000,100,1016.10,1017.65,1016.08,19.75,38.50,5.36,2.09,127,1.95
2020-03-12 11:26:45,3000,8000,100,1016.10,1017.65,1016.08,19.77,38.75,5.47,2.05,129,1.94
2020-03-12 11:27:00,3000,8000,100,1016.10,1017.65,1016.08,19.80,39.00,5.59,1.98,128,1.86
2020-03-12 11:27:15,3000,8000,100,1016.10,1017.65,1016.08,19.77,38.75,5.47,2.02,130,1.92
2020-03-12 11:27:30,3000,8000,100,1016.10,1017.65,1016.08,19.75,38.50,5.36,2.09,128,1.96
2020-03-12 11:27:45,3000,8000,100,1016.10,1017.65,1016.08,19.73,38.25,5.25,2.22,124,2.03
2020-03-12 11:28:00,3000,8000,100,1016.10,1017.65,1016.08,19.70,38.00,5.13,2.35,121,2.09
2020-03-12 11:28:15,3000,8000,100,1016.10,1017.65,1016.08,19.73,38.50,5.33,2.42,118,2.10
2020-03-12 11:28:30,3000,8000,100,1016.10,1017.65,1016.08,19.75,39.00,5.54,2.58,114,2.14
2020-03-12 11:28:45,3000,8000,100,1016.10,1017.65,1016.08,19.77,39.50,5.75,2.74,109,2.13
2020-03-12 11:29:00,3000,8000,100,1016.10,1017.65,1016.08,19.80,40.00,5.95,2.85,109,2.22
2020-03-12 11:29:15,3000,8000,100,1016.10,1017.65,1016.08,19.77,39.50,5.75,2.91,105,2.13
2020-03-12 11:29:30,3000,8000,100,1016.10,1017.65,1016.08,19.75,39.00,5.54,2.87,106,2.13
2020-03-12 11:29:45,3000,8000,100,1016.10,1017.65,1016.08,19.73,38.50,5.33,2.67,110,2.11
2020-03-12 11:30:00,3000,8000,100,1016.10,1017.65,1016.08,19.70,38.00,5.13,2.62,116,2.22
2020-03-12 11:30:15,3000,7000,100,1016.10,1017.65,1016.08,19.68,38.50,5.29,2.61,123,2.37
2020-03-12 11:30:30,3000,8000,100,1016.10,1017.65,1016.08,19.65,39.00,5.45,2.66,129,2.52
2020-03-12 11:30:45,3000,8000,100,1016.10,1017.65,1016.08,19.62,39.50,5.61,2.69,135,2.62
2020-03-12 11:31:00,3000,8000,100,1016.10,1017.65,1016.08,19.60,40.00,5.77,2.72,139,2.69
2020-03-12 11:31:15,3000,8000,100,1016.10,1017.65,1016.08,19.62,39.75,5.70,2.69,142,2.68
2020-03-12 11:31:30,3000,8000,100,1016.10,1017.65,1016.08,19.65,39.50,5.63,2.75,143,2.74
2020-03-12 11:31:45,3000,7000,100,1016.10,1017.65,1016.08,19.68,39.25,5.57,2.89,142,2.87
2020-03-12 11:32:00,3000,8000,100,1016.10,1017.65,1016.08,19.70,39.00,5.50,2.94,137,2.89
2020-03-12 11:32:15,3000,8000,100,1016.10,1017.65,1016.08,19.70,39.25,5.59,3.02,135,2.94
2020-03-12 11:32:30,3000,8000,100,1016.10,1017.65,1016.08,19.70,39.50,5.68,3.04,135,2.96
2020-03-12 11:32:45,3000,7000,100,1016.10,1017.65,1016.08,19.70,39.75,5.77,3.07,130,2.92
2020-03-12 11:33:00,3000,7000,100,1016.10,1017.65,1016.08,19.70,40.00,5.86,3.19,126,2.95
2020-03-12 11:33:15,3000,7000,100,1016.08,1017.62,1016.06,19.75,40.25,6.00,3.42,123,3.10
2020-03-12 11:33:30,3000,7000,100,1016.05,1017.60,1016.03,19.80,40.50,6.13,3.62,121,3.22
2020-03-12 11:33:45,3000,7000,100,1016.02,1017.57,1016.00,19.85,40.75,6.27,3.68,120,3.25
2020-03-12 11:34:00,3000,7000,100,1016.00,1017.55,1015.98,19.90,41.00,6.40,3.74,121,3.33
2020-03-12 11:34:15,3000,7000,100,1016.00,1017.55,1015.98,19.85,40.50,6.18,3.79,120,3.35
2020-03-12 11:34:30,3000,7000,100,1016.00,1017.55,1015.98,19.80,40.00,5.95,3.76,118,3.25
2020-03-12 11:34:45,3000,7000,100,1016.00,1017.55,1015.98,19.75,39.50,5.72,3.65,121,3.25
2020-03-12 11:35:00,3000,7000,100,1016.00,1017.55,1015.98,19.70,39.00,5.50,3.51,123,3.18
2020-03-12 11:35:15,3000,7000,100,1016.00,1017.55,1015.98,19.68,39.50,5.66,3.35,127,3.13
2020-03-12 11:35:30,3000,7000,100,1016.00,1017.55,1015.98,19.65,40.00,5.81,3.14,128,2.95
2020-03-12 11:35:45,3000,7000,100,1016.00,1017.55,1015.98,19.62,40.50,5.97,3.03,128,2.85
2020-03-12 11:36:00,3000,7000,100,1016.00,1017.55,1015.98,19.60,41.00,6.13,3.03,128,2.84
2020-03-12 11:36:15,3000,7000,100,1016.00,1017.55,1015.98,19.68,41.00,6.20,3.12,128,2.93
2020-03-12 11:36:30,3000,7000,100,1016.00,1017.55,1015.98,19.75,41.00,6.27,3.27,131,3.13
2020-03-12 11:36:45,3000,7000,100,1016.00,1017.55,1015.98,19.82,41.00,6.33,3.48,132,3.35
2020-03-12 11:37:00,3000,7000,100,1016.00,1017.55,1015.98,19.90,41.00,6.40,3.70,131,3.54
2020-03-12 11:37:15,3000,7000,100,1015.98,1017.52,1015.96,19.90,41.00,6.40,4.01,129,3.79
2020-03-12 11:37:30,3000,7000,100,1015.95,1017.50,1015.93,19.90,41.00,6.40,4.29,132,4.12
2020-03-12 11:37:45,3000,7000,100,1015.92,1017.48,1015.90,19.90,41.00,6.40,4.50,135,4.39
2020-03-12 11:38:00,3000,7000,100,1015.90,1017.45,1015.88,19.90,41.00,6.40,4.56,137,4.48
2020-03-12 11:38:15,3000,7000,100,1015.90,1017.45,1015.88,19.85,40.75,6.27,4.49,138,4.42
2020-03-12 11:38:30,3000,7000,100,1015.90,1017.45,1015.88,19.80,40.50,6.13,4.32,137,4.24
2020-03-12 11:38:45,3000,7000,100,1015.90,1017.45,1015.88,19.75,40.25,6.00,4.33,135,4.22
2020-03-12 11:39:00,3000,6000,100,1015.90,1017.45,1015.88,19.70,40.00,5.86,4.28,135,4.17
2020-03-12 11:39:15,3000,6000,100,1015.90,1017.45,1015.88,19.62,40.00,5.79,4.04,135,3.94
2020-03-12 11:39:30,3000,6000,100,1015.90,1017.45,1015.88,19.55,40.00,5.72,3.89,134,3.77
2020-03-12 11:39:45,3000,6000,100,1015.90,1017.45,1015.88,19.47,40.00,5.66,3.69,132,3.55
2020-03-12 11:40:00,3000,6000,100,1015.90,1017.45,1015.88,19.40,40.00,5.59,3.47,131,3.31
2020-03-12 11:40:15,3000,6000,100,1015.90,1017.45,1015.88,19.42,40.50,5.79,3.32,130,3.16
2020-03-12 11:40:30,3000,6000,100,1015.90,1017.45,1015.88,19.45,41.00,5.98,3.33,129,3.15
2020-03-12 11:40:45,3000,6000,100,1015.90,1017.45,1015.88,19.48,41.50,6.18,3.21,128,3.02
2020-03-12 11:41:00,3000,6000,100,1015.90,1017.45,1015.88,19.50,42.00,6.38,3.13,127,2.92
2020-03-12 11:41:15,3000,6000,100,1015.90,1017.45,1015.88,19.50,41.75,6.29,3.09,127,2.89
2020-03-12 11:41:30,3000,7000,100,1015.90,1017.45,1015.88,19.50,41.50,6.21,2.91,124,2.66
2020-03-12 11:41:45,3000,7000,100,1015.90,1017.45,1015.88,19.50,41.25,6.12,2.73,125,2.52
2020-03-12 11:42:00,3000,7000,100,1015.90,1017.45,1015.88,19.50,41.00,6.04,2.61,122,2.34
2020-03-12 11:42:15,3000,7000,100,1015.88,1017.43,1015.86,19.52,41.00,6.06,2.61,119,2.28
2020-03-12 11:42:30,3000,7000,100,1015.85,1017.40,1015.83,19.55,41.00,6.08,2.59,116,2.20
2020-03-12 11:42:45,3000,7000,100,1015.82,1017.38,1015.80,19.58,41.00,6.11,2.52,116,2.14
2020-03-12 11:43:00,3000,7000,100,1015.80,1017.35,1015.78,19.60,41.00,6.13,2.58,116,2.19
2020-03-12 11:43:15,3000,7000,100,1015.80,1017.35,1015.78,19.68,41.00,6.20,2.67,118,2.31
2020-03-12 11:43:30,3000,7000,100,1015.80,1017.35,1015.78,19.75,41.00,6.27,3.03,125,2.79
2020-03-12 11:43:45,3000,7000,100,1015.80,1017.35,1015.78,19.82,41.00,6.33,3.37,128,3.17
2020-03-12 11:44:00,3000,7000,100,1015.80,1017.35,1015.78,19.90,41.00,6.40,3.56,135,3.47
2020-03-12 11:44:15,3000,8000,100,1015.80,1017.35,1015.78,19.92,40.50,6.24,3.65,143,3.64
2020-03-12 11:44:30,3000,8000,100,1015.80,1017.35,1015.78,19.95,40.00,6.08,3.85,149,3.85
2020-03-12 11:44:45,3000,8000,100,1015.80,1017.35,1015.78,19.98,39.50,5.93,3.99,152,3.98
2020-03-12 11:45:00,3000,9000,100,1015.80,1017.35,1015.78,20.00,39.00,5.77,3.99,155,3.96
2020-03-12 11:45:15,3000,9000,100,1015.80,1017.35,1015.78,20.02,38.25,5.50,4.10,157,4.05
2020-03-12 11:45:30,3000,8000,100,1015.80,1017.35,1015.78,20.05,37.50,5.24,4.02,157,3.97
2020-03-12 11:45:45,3000,8000,100,1015.80,1017.35,1015.78,20.08,36.75,4.97,4.04,157,3.99
2020-03-12 11:46:00,3000,8000,100,1015.80,1017.35,1015.78,20.10,36.00,4.71,4.19,157,4.14
2020-03-12 11:46:15,3000,8000,100,1015.80,1017.35,1015.78,20.10,36.25,4.81,4.26,157,4.21
2020-03-12 11:46:30,3000,8000,100,1015.80,1017.35,1015.78,20.10,36.50,4.91,4.11,156,4.07
2020-03-12 11:46:45,3000,8000,100,1015.80,1017.35,1015.78,20.10,36.75,5.01,3.99,155,3.96
2020-03-12 11:47:00,3000,8000,100,1015.80,1017.35,1015.78,20.10,37.00,5.11,3.70,151,3.69
2020-03-12 11:47:15,3000,8000,100,1015.80,1017.35,1015.78,20.08,36.75,4.99,3.29,145,3.28
2020-03-12 11:47:30,3000,8000,100,1015.80,1017.35,1015.78,20.05,36.50,4.87,3.00,140,2.97
2020-03-12 11:47:45,3000,8000,100,1015.80,1017.35,1015.78,20.02,36.25,4.74,2.69,138,2.65
2020-03-12 11:48:00,3000,8000,100,1015.80,1017.35,1015.78,20.00,36.00,4.62,2.36,137,2.32
2020-03-12 11:48:15,3000,8000,100,1015.77,1017.33,1015.75,19.95,36.25,4.67,2.12,136,2.08
2020-03-12 11:48:30,3000,7000,100,1015.75,1017.30,1015.73,19.90,36.50,4.73,2.11,138,2.08
2020-03-12 11:48:45,3000,7000,100,1015.73,1017.27,1015.70,19.85,36.75,4.79,2.28,141,2.26
2020-03-12 11:49:00,3000,7000,100,1015.70,1017.25,1015.68,19.80,37.00,4.84,2.58,144,2.58
2020-03-12 11:49:15,3000,8000,100,1015.70,1017.25,1015.68,19.80,37.25,4.93,2.80,150,2.80
2020-03-12 11:49:30,3000,8000,100,1015.70,1017.25,1015.68,19.80,37.50,5.03,2.91,154,2.89
2020-03-12 11:49:45,3000,8000,100,1015.70,1017.25,1015.68,19.80,37.75,5.12,3.00,155,2.98
2020-03-12 11:50:00,3000,8000,100,1015.70,1017.25,1015.68,19.80,38.00,5.22,3.10,155,3.08
2020-03-12 11:50:15,3000,8000,100,1015.70,1017.25,1015.68,19.77,37.75,5.10,3.18,153,3.17
2020-03-12 11:50:30,3000,8000,100,1015.70,1017.25,1015.68,19.75,37.50,4.98,3.21,151,3.20
2020-03-12 11:50:45,3000,8000,100,1015.70,1017.25,1015.68,19.73,37.25,4.87,3.18,150,3.18
2020-03-12 11:51:00,3000,8000,100,1015.70,1017.25,1015.68,19.70,37.00,4.75,3.10,151,3.09
2020-03-12 11:51:15,3000,8000,100,1015.68,1017.23,1015.65,19.70,37.25,4.84,2.99,152,2.99
2020-03-12 11:51:30,3000,8000,100,1015.65,1017.20,1015.63,19.70,37.50,4.94,2.93,153,2.92
2020-03-12 11:51:45,3000,8000,100,1015.62,1017.17,1015.61,19.70,37.75,5.04,2.86,153,2.85
2020-03-12 11:52:00,3000,8000,100,1015.60,1017.15,1015.58,19.70,38.00,5.13,2.93,154,2.92
2020-03-12 11:52:15,3000,8000,100,1015.60,1017.15,1015.58,19.73,37.75,5.06,2.85,157,2.81
2020-03-12 11:52:30,3000,8000,100,1015.60,1017.15,1015.58,19.75,37.50,4.98,2.60,159,2.55
2020-03-12 11:52:45,3000,8000,100,1015.60,1017.15,1015.58,19.77,37.25,4.91,2.28,159,2.24
2020-03-12 11:53:00,3000,8000,100,1015.60,1017.15,1015.58,19.80,37.00,4.84,2.12,162,2.05
2020-03-12 11:53:15,3000,8000,100,1015.58,1017.12,1015.56,19.80,36.75,4.74,2.09,164,2.01
2020-03-12 11:53:30,3000,8000,100,1015.55,1017.10,1015.53,19.80,36.50,4.64,2.02,169,1.89
2020-03-12 11:53:45,3000,8000,100,1015.52,1017.07,1015.50,19.80,36.25,4.55,1.97,174,1.77
2020-03-12 11:54:00,3000,8000,100,1015.50,1017.05,1015.48,19.80,36.00,4.45,1.73,174,1.55
2020-03-12 11:54:15,3000,8000,100,1015.50,1017.05,1015.48,19.80,36.25,4.55,1.62,172,1.48
2020-03-12 11:54:30,3000,8000,100,1015.50,1017.05,1015.48,19.80,36.50,4.64,1.66,166,1.58
2020-03-12 11:54:45,3000,8000,100,1015.50,1017.05,1015.48,19.80,36.75,4.74,1.78,163,1.72
2020-03-12 11:55:00,3000,8000,100,1015.50,1017.05,1015.48,19.80,37.00,4.84,1.78,156,1.76
2020-03-12 11:55:15,3000,8000,100,1015.48,1017.02,1015.46,19.80,37.00,4.84,1.74,150,1.73
2020-03-12 11:55:30,3000,8000,100,1015.45,1017.00,1015.43,19.80,37.00,4.84,1.86,143,1.85
2020-03-12 11:55:45,3000,8000,100,1015.42,1016.98,1015.40,19.80,37.00,4.84,2.13,134,2.06
2020-03-12 11:56:00,3000,8000,100,1015.40,1016.95,1015.38,19.80,37.00,4.84,2.45,129,2.32
2020-03-12 11:56:15,3000,8000,100,1015.40,1016.95,1015.38,19.80,37.25,4.93,2.79,127,2.60
2020-03-12 11:56:30,3000,8000,100,1015.40,1016.95,1015.38,19.80,37.50,5.03,3.04,129,2.87
2020-03-12 11:56:45,3000,8000,100,1015.40,1016.95,1015.38,19.80,37.75,5.12,3.36,128,3.15
2020-03-12 11:57:00,3000,8000,100,1015.40,1016.95,1015.38,19.80,38.00,5.22,3.58,130,3.40
2020-03-12 11:57:15,3000,8000,100,1015.40,1016.95,1015.38,19.82,38.25,5.33,3.85,133,3.72
2020-03-12 11:57:30,3000,8000,100,1015.40,1016.95,1015.38,19.85,38.50,5.45,4.08,135,3.98
2020-03-12 11:57:45,3000,8000,100,1015.40,1016.95,1015.38,19.88,38.75,5.56,4.15,139,4.10
2020-03-12 11:58:00,3000,9000,100,1015.40,1016.95,1015.38,19.90,39.00,5.68,4.19,146,4.19
2020-03-12 11:58:15,3000,9000,100,1015.40,1016.95,1015.38,19.90,38.25,5.39,4.23,152,4.22
2020-03-12 11:58:30,3000,8000,100,1015.40,1016.95,1015.38,19.90,37.50,5.11,4.25,157,4.20
2020-03-12 11:58:45,3000,8000,100,1015.40,1016.95,1015.38,19.90,36.75,4.83,4.08,160,4.00
2020-03-12 11:59:00,3000,8000,100,1015.40,1016.95,1015.38,19.90,36.00,4.54,3.95,163,3.81
2020-03-12 11:59:15,3000,8000,100,1015.40,1016.95,1015.38,19.85,36.00,4.50,3.87,165,3.70
2020-03-12 11:59:30,3000,8000,100,1015.40,1016.95,1015.38,19.80,36.00,4.45,3.72,165,3.56
2020-03-12 11:59:45,3000,8000,100,1015.40,1016.95,1015.38,19.75,36.00,4.41,3.58,162,3.47
2020-03-12 12:00:00,3000,8000,100,1015.40,1016.95,1015.38,19.70,36.00,4.36,3.61,157,3.57
2020-03-12 12:00:15,3000,8000,100,1015.40,1016.95,1015.38,19.68,36.00,4.34,3.46,152,3.46
2020-03-12 12:00:30,3000,8000,100,1015.40,1016.95,1015.38,19.65,36.00,4.31,3.43,145,3.43
2020-03-12 12:00:45,3000,8000,100,1015.40,1016.95,1015.38,19.62,36.00,4.29,3.37,137,3.31
2020-03-12 12:01:00,3000,8000,100,1015.40,1016.95,1015.38,19.60,36.00,4.27,3.44,129,3.25
2020-03-12 12:01:15,3000,8000,100,1015.38,1016.93,1015.36,19.60,36.50,4.46,3.45,122,3.10
2020-03-12 12:01:30,3000,8000,100,1015.35,1016.90,1015.33,19.60,37.00,4.65,3.45,117,2.96
2020-03-12 12:01:45,3000,8000,100,1015.32,1016.88,1015.30,19.60,37.50,4.85,3.46,113,2.84
2020-03-12 12:02:00,3000,8000,100,1015.30,1016.85,1015.28,19.60,38.00,5.04,3.27,109,2.54
2020-03-12 12:02:15,3000,8000,100,1015.30,1016.85,1015.28,19.58,38.25,5.11,3.22,106,2.39
2020-03-12 12:02:30,3000,8000,100,1015.30,1016.85,1015.28,19.55,38.50,5.18,3.13,105,2.29
2020-03-12 12:02:45,3000,8000,100,1015.30,1016.85,1015.28,19.52,38.75,5.25,3.13,106,2.33
2020-03-12 12:03:00,3000,8000,100,1015.30,1016.85,1015.28,19.50,39.00,5.32,3.09,108,2.37
2020-03-12 12:03:15,3000,8000,100,1015.27,1016.83,1015.25,19.52,39.00,5.34,3.12,110,2.46
2020-03-12 12:03:30,3000,8000,100,1015.25,1016.80,1015.23,19.55,39.00,5.37,3.12,113,2.56
2020-03-12 12:03:45,3000,8000,100,1015.23,1016.77,1015.20,19.58,39.00,5.39,3.17,118,2.75
2020-03-12 12:04:00,3000,8000,100,1015.20,1016.75,1015.18,19.60,39.00,5.41,3.35,126,3.11
2020-03-12 12:04:15,3000,8000,100,1015.20,1016.75,1015.18,19.60,39.00,5.41,3.62,134,3.51
2020-03-12 12:04:30,3000,8000,100,1015.20,1016.75,1015.18,19.60,39.00,5.41,3.83,142,3.81
2020-03-12 12:04:45,3000,8000,100,1015.20,1016.75,1015.18,19.60,39.00,5.41,4.00,147,3.99
2020-03-12 12:05:00,3000,8000,100,1015.20,1016.75,1015.18,19.60,39.00,5.41,4.04,151,4.04
2020-03-12 12:05:15,3000,8000,100,1015.18,1016.72,1015.15,19.62,38.75,5.34,3.96,154,3.94
2020-03-12 12:05:30,3000,8000,100,1015.15,1016.69,1015.13,19.65,38.50,5.27,3.87,159,3.80
2020-03-12 12:05:45,3000,8000,100,1015.12,1016.67,1015.11,19.68,38.25,5.20,3.74,159,3.67
2020-03-12 12:06:00,3000,8000,100,1015.10,1016.64,1015.08,19.70,38.00,5.13,3.54,158,3.48
2020-03-12 12:06:15,3000,8000,100,1015.10,1016.64,1015.08,19.70,37.75,5.04,3.22,156,3.19
2020-03-12 12:06:30,3000,8000,100,1015.10,1016.64,1015.08,19.70,37.50,4.94,2.93,154,2.92
2020-03-12 12:06:45,3000,8000,100,1015.10,1016.64,1015.08,19.70,37.25,4.84,2.67,155,2.65
2020-03-12 12:07:00,3000,8000,100,1015.10,1016.64,1015.08,19.70,37.00,4.75,2.60,158,2.56
2020-03-12 12:07:15,3000,8000,100,1015.10,1016.64,1015.08,19.73,37.25,4.87,2.41,159,2.37
2020-03-12 12:07:30,3000,8000,100,1015.10,1016.64,1015.08,19.75,37.50,4.98,2.38,161,2.32
2020-03-12 12:07:45,3000,8000,100,1015.10,1016.64,1015.08,19.77,37.75,5.10,2.39,166,2.28
2020-03-12 12:08:00,3000,8000,100,1015.10,1016.64,1015.08,19.80,38.00,5.22,2.39,171,2.20
2020-03-12 12:08:15,3000,8000,100,1015.10,1016.64,1015.08,19.77,37.50,5.00,2.41,178,2.08
2020-03-12 12:08:30,3000,8000,100,1015.10,1016.64,1015.08,19.75,37.00,4.79,2.48,186,1.96
2020-03-12 12:08:45,3000,9000,100,1015.10,1016.64,1015.08,19.73,36.50,4.58,2.54,193,1.80
2020-03-12 12:09:00,3000,9000,100,1015.10,1016.64,1015.08,19.70,36.00,4.36,2.49,200,1.53
2020-03-12 12:09:15,3000,9000,100,1015.12,1016.66,1015.11,19.70,35.75,4.26,2.79,206,1.48
2020-03-12 12:09:30,3000,9000,100,1015.15,1016.69,1015.13,19.70,35.50,4.16,3.13,208,1.57
2020-03-12 12:09:45,3000,9000,100,1015.18,1016.72,1015.15,19.70,35.25,4.06,3.50,204,1.96
2020-03-12 12:10:00,3000,9000,100,1015.20,1016.74,1015.18,19.70,35.00,3.96,3.78,200,2.33
2020-03-12 12:10:15,3000,9000,100,1015.18,1016.72,1015.15,19.73,35.25,4.08,4.08,195,2.78
2020-03-12 12:10:30,3000,9000,100,1015.15,1016.69,1015.13,19.75,35.50,4.21,4.31,190,3.21
2020-03-12 12:10:45,3000,8000,100,1015.12,1016.66,1015.11,19.77,35.75,4.33,4.53,186,3.57
2020-03-12 12:11:00,3000,8000,100,1015.10,1016.64,1015.08,19.80,36.00,4.45,4.74,182,3.93
2020-03-12 12:11:15,3000,8000,100,1015.10,1016.64,1015.08,19.80,36.50,4.64,4.72,178,4.09
2020-03-12 12:11:30,3000,8000,100,1015.10,1016.64,1015.08,19.80,37.00,4.83,4.49,177,3.93
2020-03-12 12:11:45,3000,8000,100,1015.10,1016.65,1015.08,19.80,37.50,5.03,4.10,180,3.48
2020-03-12 12:12:00,3000,8000,100,1015.10,1016.65,1015.08,19.80,38.00,5.22,3.79,180,3.22
2020-03-12 12:12:15,3000,8000,100,1015.12,1016.67,1015.11,19.77,37.75,5.10,3.42,179,2.94
2020-03-12 12:12:30,3000,8000,100,1015.15,1016.70,1015.13,19.75,37.50,4.98,3.02,178,2.62
2020-03-12 12:12:45,3000,8000,100,1015.18,1016.73,1015.15,19.73,37.25,4.87,2.74,179,2.35
2020-03-12 12:13:00,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,2.65,180,2.24
2020-03-12 12:13:15,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.25,4.84,2.54,182,2.11
2020-03-12 12:13:30,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.50,4.94,2.37,184,1.92
2020-03-12 12:13:45,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.75,5.04,2.18,187,1.70
2020-03-12 12:14:00,3000,8000,100,1015.20,1016.75,1015.18,19.70,38.00,5.13,2.00,194,1.39
2020-03-12 12:14:15,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.75,5.04,1.88,197,1.23
2020-03-12 12:14:30,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.50,4.94,1.85,197,1.21
2020-03-12 12:14:45,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.25,4.84,1.83,194,1.27
2020-03-12 12:15:00,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,1.80,188,1.38
2020-03-12 12:15:15,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,1.84,183,1.50
2020-03-12 12:15:30,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,1.93,179,1.65
2020-03-12 12:15:45,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,2.04,176,1.80
2020-03-12 12:16:00,3000,8000,100,1015.20,1016.75,1015.18,19.70,37.00,4.75,2.22,173,2.01
2020-03-12 12:16:15,3000,8000,100,1015.20,1016.75,1015.18,19.75,37.00,4.79,2.46,174,2.22
2020-03-12 12:16:30,3000,9000,100,1015.20,1016.75,1015.18,19.80,37.00,4.84,2.64,177,2.31
2020-03-12 12:16:45,3000,9000,100,1015.20,1016.75,1015.18,19.85,37.00,4.88,2.74,178,2.37
2020-03-12 12:17:00,3000,9000,100,1015.20,1016.75,1015.18,19.90,37.00,4.93,2.63,180,2.23
2020-03-12 12:17:15,3000,9000,100,1015.18,1016.72,1015.15,19.90,36.50,4.73,2.50,181,2.09
2020-03-12 12:17:30,3000,9000,100,1015.15,1016.69,1015.13,19.90,36.00,4.53,2.55,180,2.16
2020-03-12 12:17:45,3000,9000,100,1015.12,1016.67,1015.11,19.90,35.50,4.33,2.79,177,2.44
