LOCALDATE (BEIJING),SITE,PAINS (HPA),QNH AERODROME (HPA),ST,QFE R06 (HPA),ST,QFE R24 (HPA),ST,QFF AERODROME (HPA),TREND,TENDENCY,TEMP (°C),RH (%),DEWPOINT (°C),TU DATA
2020/3/12 11:07:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.4,40,5.59,  19.4    40 4E63
2020/3/12 11:08:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.2,39,5.05,  19.2    39 F1A0
2020/3/12 11:09:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.2,40,5.41,  19.2    40 CEA8
2020/3/12 11:10:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.2,40,5.41,  19.2    40 CEA8
2020/3/12 11:11:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.3,40,5.5,  19.3    40 897B
2020/3/12 11:12:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.5,40,5.68,  19.5    40 09B0
2020/3/12 11:13:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.6,41,6.13,  19.6    41 F2F4
2020/3/12 11:14:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.6,40,5.77,  19.6    40 C1C5
2020/3/12 11:15:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.5,37,4.57,  19.5    37 15B7
2020/3/12 11:16:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 11:17:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 11:18:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 11:19:00,R06,1016.4,1017.95, ,1016.38, ,1016.54, ,1017.92,-0.59,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 11:20:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.4,39,5.23,  19.4    39 716B
2020/3/12 11:21:00,R06,1016.3,1017.85, ,1016.28, ,1016.44, ,1017.82,-0.59,8,19.5,39,5.32,  19.5    39 36B8
2020/3/12 11:22:00,R06,1016.2,1017.75, ,1016.18, ,1016.34, ,1017.72,-0.59,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 11:23:00,R06,1016.2,1017.75, ,1016.18, ,1016.34, ,1017.72,-0.59,8,19.8,40,5.95,  19.8    40 5FD4
2020/3/12 11:24:00,R06,1016.2,1017.75, ,1016.18, ,1016.34, ,1017.72,-0.59,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 11:25:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 11:26:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 11:27:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.8,39,5.59,  19.8    39 60DC
2020/3/12 11:28:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 11:29:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.8,40,5.95,  19.8    40 5FD4
2020/3/12 11:30:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 11:31:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.6,40,5.77,  19.6    40 C1C5
2020/3/12 11:32:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.7,39,5.5,  19.7    39 B91E
2020/3/12 11:33:00,R06,1016.1,1017.65, ,1016.08, ,1016.24, ,1017.62,-0.89,8,19.7,40,5.86,  19.7    40 8616
2020/3/12 11:34:00,R06,1016,1017.55, ,1015.98, ,1016.14, ,1017.52,-0.89,8,19.9,41,6.4,  19.9    41 2B36
2020/3/12 11:35:00,R06,1016,1017.55, ,1015.98, ,1016.14, ,1017.52,-1.09,8,19.7,39,5.5,  19.7    39 B91E
2020/3/12 11:36:00,R06,1016,1017.55, ,1015.98, ,1016.14, ,1017.52,-1.09,8,19.6,41,6.13,  19.6    41 F2F4
2020/3/12 11:37:00,R06,1016,1017.55, ,1015.98, ,1016.14, ,1017.52,-1.09,8,19.9,41,6.4,  19.9    41 2B36
2020/3/12 11:38:00,R06,1015.9,1017.45, ,1015.88, ,1016.04, ,1017.42,-1.09,8,19.9,41,6.4,  19.9    41 2B36
2020/3/12 11:39:00,R06,1015.9,1017.45, ,1015.88, ,1016.04, ,1017.42,-1.09,8,19.7,40,5.86,  19.7    40 8616
2020/3/12 11:40:00,R06,1015.9,1017.45, ,1015.88, ,1016.04, ,1017.42,-1.09,8,19.4,40,5.59,  19.4    40 4E63
2020/3/12 11:41:00,R06,1015.9,1017.45, ,1015.88, ,1016.04, ,1017.42,-1.09,8,19.5,42,6.38,  19.5    42 6FD2
2020/3/12 11:42:00,R06,1015.9,1017.45, ,1015.88, ,1016.04, ,1017.42,-1.09,8,19.5,41,6.04,  19.5    41 3A81
2020/3/12 11:43:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.09,8,19.6,41,6.13,  19.6    41 F2F4
2020/3/12 11:44:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.09,8,19.9,41,6.4,  19.9    41 2B36
2020/3/12 11:45:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.39,8,20,39,5.77,  20.0    39 23F2
2020/3/12 11:46:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.39,8,20.1,36,4.71,  20.1    36 741F
2020/3/12 11:47:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.39,8,20.1,37,5.11,  20.1    37 472E
2020/3/12 11:48:00,R06,1015.8,1017.35, ,1015.78, ,1015.94, ,1017.32,-1.39,8,20,36,4.62,  20.0    36 33CC
2020/3/12 11:49:00,R06,1015.7,1017.25, ,1015.68, ,1015.84, ,1017.22,-1.39,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 11:50:00,R06,1015.7,1017.25, ,1015.68, ,1015.84, ,1017.22,-1.39,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 11:51:00,R06,1015.7,1017.25, ,1015.68, ,1015.84, ,1017.22,-1.39,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 11:52:00,R06,1015.6,1017.15, ,1015.58, ,1015.74, ,1017.12,-1.39,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 11:53:00,R06,1015.6,1017.15, ,1015.58, ,1015.74, ,1017.12,-1.39,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 11:54:00,R06,1015.5,1017.05, ,1015.48, ,1015.64, ,1017.02,-1.39,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 11:55:00,R06,1015.5,1017.05, ,1015.48, ,1015.64, ,1017.02,-1.59,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 11:56:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.92,-1.59,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 11:57:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.92,-1.59,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 11:58:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.92,-1.59,8,19.9,39,5.68,  19.9    39 270F
2020/3/12 11:59:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.91,-1.59,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:00:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.91,-1.59,8,19.7,36,4.36,  19.7    36 A920
2020/3/12 12:01:00,R06,1015.4,1016.95, ,1015.38, ,1015.54, ,1016.91,-1.59,8,19.6,36,4.27,  19.6    36 EEF3
2020/3/12 12:02:00,R06,1015.3,1016.85, ,1015.28, ,1015.44, ,1016.81,-1.59,8,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 12:03:00,R06,1015.3,1016.85, ,1015.28, ,1015.44, ,1016.81,-1.59,8,19.5,39,5.32,  19.5    39 36B8
2020/3/12 12:04:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.71,-1.59,8,19.6,39,5.41,  19.6    39 FECD
2020/3/12 12:05:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.89,8,19.6,39,5.41,  19.6    39 FECD
2020/3/12 12:06:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 12:07:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 12:08:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 12:09:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.7,36,4.36,  19.7    36 A920
2020/3/12 12:10:00,R06,1015.2,1016.74, ,1015.18, ,1015.34, ,1016.72,-1.89,8,19.7,35,3.96,  19.7    35 FC73
2020/3/12 12:11:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 12:12:00,R06,1015.1,1016.65, ,1015.08, ,1015.24, ,1016.62,-1.89,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 12:13:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.89,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 12:14:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.89,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 12:15:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.99,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 12:16:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.99,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 12:17:00,R06,1015.2,1016.75, ,1015.18, ,1015.34, ,1016.72,-1.99,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:18:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.99,8,19.9,35,4.13,  19.9    35 6262
2020/3/12 12:19:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.99,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:20:00,R06,1015.1,1016.64, ,1015.08, ,1015.24, ,1016.62,-1.99,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 12:21:00,R06,1015,1016.54, ,1014.98, ,1015.14, ,1016.52,-1.99,8,20,38,5.4,  20.0    38 10C3
2020/3/12 12:22:00,R06,1015,1016.54, ,1014.98, ,1015.14, ,1016.52,-1.99,8,20,37,5.02,  20.0    37 00FD
2020/3/12 12:23:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-1.99,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:24:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-1.99,8,19.9,38,5.31,  19.9    38 143E
2020/3/12 12:25:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-2.29,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 12:26:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.41,-2.29,8,20,38,5.4,  20.0    38 10C3
2020/3/12 12:27:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.41,-2.29,8,20.1,39,5.86,  20.1    39 6421
2020/3/12 12:28:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.41,-2.29,8,20.1,37,5.11,  20.1    37 472E
2020/3/12 12:29:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.41,-2.29,8,20,39,5.77,  20.0    39 23F2
2020/3/12 12:30:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-2.29,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:31:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-2.29,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 12:32:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.29,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 12:33:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.29,8,19.6,36,4.27,  19.6    36 EEF3
2020/3/12 12:34:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.31,-2.29,8,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 12:35:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.31,-2.49,8,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 12:36:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,19.9,38,5.31,  19.9    38 143E
2020/3/12 12:37:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:38:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-2.49,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:39:00,R06,1014.9,1016.44, ,1014.88, ,1015.04, ,1016.42,-2.49,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:40:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 12:41:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,19.9,38,5.31,  19.9    38 143E
2020/3/12 12:42:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,20.1,38,5.49,  20.1    38 5710
2020/3/12 12:43:00,R06,1014.8,1016.34, ,1014.78, ,1014.94, ,1016.32,-2.49,8,20,37,5.02,  20.0    37 00FD
2020/3/12 12:44:00,R06,1014.7,1016.24, ,1014.68, ,1014.84, ,1016.21,-2.49,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:45:00,R06,1014.7,1016.24, ,1014.68, ,1014.84, ,1016.21,-2.5,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:46:00,R06,1014.7,1016.24, ,1014.68, ,1014.84, ,1016.21,-2.5,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 12:47:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 12:48:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 12:49:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:50:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,19.9,36,4.54,  19.9    36 3731
2020/3/12 12:51:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,20,38,5.4,  20.0    38 10C3
2020/3/12 12:52:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,20.2,38,5.58,  20.2    38 9F65
2020/3/12 12:53:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,20.2,37,5.2,  20.2    37 8F5B
2020/3/12 12:54:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.5,8,20,36,4.62,  20.0    36 33CC
2020/3/12 12:55:00,R06,1014.6,1016.14, ,1014.58, ,1014.74, ,1016.11,-2.4,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 12:56:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,19.8,36,4.45,  19.8    36 70E2
2020/3/12 12:57:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 12:58:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,20.1,37,5.11,  20.1    37 472E
2020/3/12 12:59:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,20.1,36,4.71,  20.1    36 741F
2020/3/12 13:00:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,20,36,4.62,  20.0    36 33CC
2020/3/12 13:01:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,20,38,5.4,  20.0    38 10C3
2020/3/12 13:02:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,20,38,5.4,  20.0    38 10C3
2020/3/12 13:03:00,R06,1014.5,1016.04, ,1014.48, ,1014.64, ,1016.01,-2.4,8,19.9,38,5.31,  19.9    38 143E
2020/3/12 13:04:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.91,-2.4,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 13:05:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.8,39,5.59,  19.8    39 60DC
2020/3/12 13:06:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:07:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.8,39,5.59,  19.8    39 60DC
2020/3/12 13:08:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:09:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:10:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.92,-2.6,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 13:11:00,R06,1014.4,1015.94, ,1014.38, ,1014.54, ,1015.91,-2.6,8,19.7,39,5.5,  19.7    39 B91E
2020/3/12 13:12:00,R06,1014.3,1015.84, ,1014.28, ,1014.44, ,1015.81,-2.6,8,19.8,39,5.59,  19.8    39 60DC
2020/3/12 13:13:00,R06,1014.3,1015.84, ,1014.28, ,1014.44, ,1015.81,-2.6,8,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:14:00,R06,1014.3,1015.84, ,1014.28, ,1014.44, ,1015.81,-2.6,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 13:15:00,R06,1014.3,1015.84, ,1014.28, ,1014.44, ,1015.81,-2.9,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 13:16:00,R06,1014.3,1015.84, ,1014.28, ,1014.44, ,1015.81,-2.9,8,19.5,39,5.32,  19.5    39 36B8
2020/3/12 13:17:00,R06,1014.2,1015.74, ,1014.18, ,1014.34, ,1015.72,-2.9,8,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 13:18:00,R06,1014.2,1015.74, ,1014.18, ,1014.34, ,1015.72,-2.9,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 13:19:00,R06,1014.2,1015.74, ,1014.18, ,1014.34, ,1015.72,-2.9,8,19.5,38,4.95,  19.5    38 0589
2020/3/12 13:20:00,R06,1014.2,1015.74, ,1014.18, ,1014.34, ,1015.72,-2.9,8,19.5,39,5.32,  19.5    39 36B8
2020/3/12 13:21:00,R06,1014.1,1015.64, ,1014.08, ,1014.24, ,1015.62,-2.9,8,19.6,39,5.41,  19.6    39 FECD
2020/3/12 13:22:00,R06,1014.1,1015.64, ,1014.08, ,1014.24, ,1015.62,-2.9,8,19.7,40,5.86,  19.7    40 8616
2020/3/12 13:23:00,R06,1014.1,1015.64, ,1014.08, ,1014.24, ,1015.62,-2.9,8,19.9,39,5.68,  19.9    39 270F
2020/3/12 13:24:00,R06,1014,1015.54, ,1013.98, ,1014.14, ,1015.52,-2.9,8,19.9,39,5.68,  19.9    39 270F
2020/3/12 13:25:00,R06,1014.1,1015.64, ,1014.08, ,1014.24, ,1015.62,-2.9,7,19.9,39,5.68,  19.9    39 270F
2020/3/12 13:26:00,R06,1014.1,1015.64, ,1014.08, ,1014.24, ,1015.62,-2.9,7,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:27:00,R06,1014,1015.54, ,1013.98, ,1014.14, ,1015.51,-2.9,7,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 13:28:00,R06,1014,1015.54, ,1013.98, ,1014.14, ,1015.51,-2.9,7,19.6,39,5.41,  19.6    39 FECD
2020/3/12 13:29:00,R06,1014,1015.54, ,1013.98, ,1014.14, ,1015.52,-2.9,7,19.7,39,5.5,  19.7    39 B91E
2020/3/12 13:30:00,R06,1014,1015.54, ,1013.98, ,1014.14, ,1015.52,-2.9,7,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 13:31:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,7,19.8,39,5.59,  19.8    39 60DC
2020/3/12 13:32:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,7,19.9,39,5.68,  19.9    39 270F
2020/3/12 13:33:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,7,19.8,37,4.84,  19.8    37 43D3
2020/3/12 13:34:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,7,19.8,37,4.84,  19.8    37 43D3
2020/3/12 13:35:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:36:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 13:37:00,R06,1013.9,1015.44, ,1013.88, ,1014.04, ,1015.42,-2.9,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:38:00,R06,1013.8,1015.34, ,1013.78, ,1013.94, ,1015.32,-2.9,8,19.8,38,5.22,  19.8    38 53ED
2020/3/12 13:39:00,R06,1013.8,1015.34, ,1013.78, ,1013.94, ,1015.31,-2.9,8,20,38,5.4,  20.0    38 10C3
2020/3/12 13:40:00,R06,1013.8,1015.34, ,1013.78, ,1013.94, ,1015.31,-2.9,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 13:41:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-2.9,8,19.9,37,4.93,  19.9    37 0400
2020/3/12 13:42:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-2.9,8,20,39,5.77,  20.0    39 23F2
2020/3/12 13:43:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-2.9,8,19.8,37,4.84,  19.8    37 43D3
2020/3/12 13:44:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-2.9,8,19.7,37,4.75,  19.7    37 9A11
2020/3/12 13:45:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-3.1,7,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:46:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:47:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.6,39,5.41,  19.6    39 FECD
2020/3/12 13:48:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 13:49:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:50:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 13:51:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 13:52:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.22,-3.1,7,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:53:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-3.1,7,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 13:54:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-3.1,7,19.7,37,4.75,  19.7    37 9A11
2020/3/12 13:55:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,7,19.7,37,4.75,  19.7    37 9A11
2020/3/12 13:56:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,7,19.6,37,4.66,  19.6    37 DDC2
2020/3/12 13:57:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.02,-2.9,7,19.7,38,5.13,  19.7    38 8A2F
2020/3/12 13:58:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.7,37,4.75,  19.7    37 9A11
2020/3/12 13:59:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.7,36,4.36,  19.7    36 A920
2020/3/12 14:00:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.7,36,4.36,  19.7    36 A920
2020/3/12 14:01:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.8,38,5.22,  19.8    38 53ED
2020/3/12 14:02:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.9,37,4.93,  19.9    37 0400
2020/3/12 14:03:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.8,37,4.84,  19.8    37 43D3
2020/3/12 14:04:00,R06,1013.5,1015.04, ,1013.48, ,1013.64, ,1015.01,-2.9,7,19.8,38,5.22,  19.8    38 53ED
2020/3/12 14:05:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,6,19.8,38,5.22,  19.8    38 53ED
2020/3/12 14:06:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,6,19.8,37,4.84,  19.8    37 43D3
2020/3/12 14:07:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,6,19.7,37,4.75,  19.7    37 9A11
2020/3/12 14:08:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,6,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 14:09:00,R06,1013.7,1015.24, ,1013.68, ,1013.84, ,1015.21,-2.9,6,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 14:10:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.11,-2.9,6,19.6,38,5.04,  19.6    38 CDFC
2020/3/12 14:11:00,R06,1013.6,1015.14, ,1013.58, ,1013.74, ,1015.12,-2.9,6,19.6,38,5.04,  19.6    38 CDFC
