LOCALDATE,RVR_1A,MOR_1A,LIGHTS,PAINS,QNH AERODROME,QFE R06,TEMP,RH,DEWPOINT,WS2A,WD2A,CW2A
2019-12-15 11:15:45,3000,6000,10,1022.12,1023.67,1022.11,15.30,64.00,8.60,5.27,111.00,4.21
2019-12-15 11:16:00,3000,6000,10,1022.10,1023.65,1022.08,15.30,64.00,8.60,5.24,113.00,4.30
2019-12-15 11:16:15,3000,7000,10,1022.10,1023.65,1022.08,15.35,64.00,8.65,5.37,115.00,4.50
2019-12-15 11:16:30,3000,7000,10,1022.10,1023.65,1022.08,15.40,64.00,8.70,5.38,119.00,4.71
2019-12-15 11:16:45,3000,7000,10,1022.10,1023.65,1022.08,15.45,64.00,8.74,5.27,124.00,4.81
2019-12-15 11:17:00,3000,7000,10,1022.10,1023.65,1022.08,15.50,64.00,8.79,5.31,127.00,4.96
2019-12-15 11:17:15,3000,7000,10,1022.10,1023.65,1022.08,15.55,63.75,8.78,5.25,132.00,5.05
2019-12-15 11:17:30,3000,7000,10,1022.10,1023.65,1022.08,15.60,63.50,8.77,5.14,136.00,5.03
2019-12-15 11:17:45,3000,7000,10,1022.10,1023.65,1022.08,15.65,63.25,8.76,5.07,140.00,5.02
2019-12-15 11:18:00,3000,7000,10,1022.10,1023.65,1022.08,15.70,63.00,8.75,4.98,141.00,4.95
2019-12-15 11:18:15,3000,7000,10,1022.10,1023.65,1022.08,15.62,62.75,8.62,4.87,139.00,4.81
2019-12-15 11:18:30,3000,7000,10,1022.10,1023.65,1022.08,15.55,62.50,8.49,4.70,139.00,4.64
2019-12-15 11:18:45,3000,7000,10,1022.10,1023.65,1022.08,15.47,62.25,8.36,4.53,137.00,4.45
2019-12-15 11:19:00,3000,7000,10,1022.10,1023.65,1022.08,15.40,62.00,8.23,4.45,135.00,4.33
2019-12-15 11:19:15,3000,7000,10,1022.08,1023.62,1022.06,15.40,62.25,8.29,4.43,131.00,4.24
2019-12-15 11:19:30,3000,7000,10,1022.05,1023.60,1022.03,15.40,62.50,8.35,4.37,127.00,4.08
2019-12-15 11:19:45,3000,7000,10,1022.02,1023.57,1022.00,15.40,62.75,8.40,4.31,122.00,3.87
2019-12-15 11:20:00,3000,7000,10,1022.00,1023.55,1021.98,15.40,63.00,8.46,4.30,119.00,3.76
2019-12-15 11:20:15,3000,7000,10,1022.00,1023.55,1021.98,15.40,63.00,8.46,4.32,119.00,3.78
2019-12-15 11:20:30,3000,7000,10,1022.00,1023.55,1021.98,15.40,63.00,8.46,4.80,113.00,3.93
2019-12-15 11:20:45,3000,7000,10,1022.00,1023.55,1021.98,15.40,63.00,8.46,5.09,110.00,4.01
2019-12-15 11:21:00,3000,7000,10,1022.00,1023.55,1021.98,15.40,63.00,8.46,5.30,107.00,4.00
2019-12-15 11:21:15,3000,7000,10,1021.98,1023.52,1021.96,15.40,63.00,8.46,5.40,106.00,4.01
2019-12-15 11:21:30,3000,7000,10,1021.95,1023.50,1021.93,15.40,63.00,8.46,5.56,105.00,4.07
2019-12-15 11:21:45,3000,7000,10,1021.92,1023.48,1021.90,15.40,63.00,8.46,5.74,104.00,4.13
2019-12-15 11:22:00,3000,7000,10,1021.90,1023.45,1021.88,15.40,63.00,8.46,5.94,105.00,4.34
2019-12-15 11:22:15,3000,7000,10,1021.90,1023.45,1021.88,15.38,63.00,8.44,5.94,107.00,4.48
2019-12-15 11:22:30,3000,7000,10,1021.90,1023.45,1021.88,15.35,63.00,8.41,5.67,110.00,4.47
2019-12-15 11:22:45,3000,7000,10,1021.90,1023.45,1021.88,15.33,63.00,8.39,5.51,113.00,4.52
2019-12-15 11:23:00,3000,7000,10,1021.90,1023.45,1021.88,15.30,63.00,8.37,5.53,117.00,4.74
2019-12-15 11:23:15,3000,7000,10,1021.90,1023.45,1021.88,15.25,63.00,8.32,5.58,121.00,4.97
2019-12-15 11:23:30,3000,7000,10,1021.90,1023.45,1021.88,15.20,63.00,8.27,5.69,124.00,5.20
2019-12-15 11:23:45,3000,7000,10,1021.90,1023.45,1021.88,15.15,63.00,8.23,5.68,126.00,5.27
2019-12-15 11:24:00,3000,7000,10,1021.90,1023.45,1021.88,15.10,63.00,8.18,5.60,126.00,5.19
2019-12-15 11:24:15,3000,7000,10,1021.90,1023.45,1021.88,15.10,63.25,8.24,5.67,127.00,5.29
2019-12-15 11:24:30,3000,7000,10,1021.90,1023.45,1021.88,15.10,63.50,8.29,5.78,128.00,5.43
2019-12-15 11:24:45,3000,7000,10,1021.90,1023.45,1021.88,15.10,63.75,8.35,5.73,127.00,5.35
2019-12-15 11:25:00,3000,7000,10,1021.90,1023.45,1021.88,15.10,64.00,8.41,5.60,126.00,5.19
2019-12-15 11:25:15,3000,7000,10,1021.90,1023.45,1021.88,15.10,64.00,8.41,5.50,125.00,5.06
2019-12-15 11:25:30,3000,7000,10,1021.90,1023.45,1021.88,15.10,64.00,8.41,5.25,126.00,4.86
2019-12-15 11:25:45,3000,7000,10,1021.90,1023.45,1021.88,15.10,64.00,8.41,5.11,126.00,4.73
2019-12-15 11:26:00,3000,7000,10,1021.90,1023.45,1021.88,15.10,64.00,8.41,4.95,126.00,4.59
2019-12-15 11:26:15,3000,7000,10,1021.90,1023.45,1021.88,15.15,64.00,8.46,4.82,125.00,4.44
2019-12-15 11:26:30,3000,7000,10,1021.90,1023.45,1021.88,15.20,64.00,8.50,4.78,124.00,4.36
2019-12-15 11:26:45,3000,7000,10,1021.90,1023.45,1021.88,15.25,64.00,8.55,4.74,124.00,4.33
2019-12-15 11:27:00,3000,7000,10,1021.90,1023.45,1021.88,15.30,64.00,8.60,4.79,127.00,4.47
2019-12-15 11:27:15,3000,7000,10,1021.88,1023.43,1021.86,15.33,64.00,8.62,4.81,129.00,4.55
2019-12-15 11:27:30,3000,7000,10,1021.85,1023.40,1021.83,15.35,64.00,8.64,4.96,131.00,4.74
2019-12-15 11:27:45,3000,7000,10,1021.82,1023.38,1021.80,15.38,64.00,8.67,5.16,135.00,5.03
2019-12-15 11:28:00,3000,7000,10,1021.80,1023.35,1021.78,15.40,64.00,8.69,5.38,140.00,5.33
2019-12-15 11:28:15,3000,7000,10,1021.80,1023.35,1021.78,15.43,63.75,8.66,5.49,143.00,5.47
2019-12-15 11:28:30,3000,7000,10,1021.80,1023.35,1021.78,15.45,63.50,8.62,5.39,145.00,5.39
2019-12-15 11:28:45,3000,7000,10,1021.80,1023.35,1021.78,15.47,63.25,8.59,5.45,145.00,5.44
2019-12-15 11:29:00,3000,7000,10,1021.80,1023.35,1021.78,15.50,63.00,8.56,5.62,142.00,5.58
2019-12-15 11:29:15,3000,7000,10,1021.80,1023.35,1021.78,15.45,63.00,8.51,5.68,140.00,5.62
2019-12-15 11:29:30,3000,7000,10,1021.80,1023.35,1021.78,15.40,63.00,8.46,5.71,138.00,5.63
2019-12-15 11:29:45,3000,7000,10,1021.80,1023.35,1021.78,15.35,63.00,8.42,5.61,135.00,5.47
2019-12-15 11:30:00,3000,7000,10,1021.80,1023.35,1021.78,15.30,63.00,8.37,5.53,130.00,5.26
2019-12-15 11:30:15,3000,7000,10,1021.80,1023.35,1021.78,15.28,63.00,8.34,5.49,127.00,5.13
2019-12-15 11:30:30,3000,7000,10,1021.80,1023.35,1021.78,15.25,63.00,8.32,5.45,124.00,4.98
2019-12-15 11:30:45,3000,7000,10,1021.80,1023.35,1021.78,15.22,63.00,8.29,5.44,122.00,4.89
2019-12-15 11:31:00,3000,7000,10,1021.80,1023.35,1021.78,15.20,63.00,8.27,5.27,120.00,4.66
2019-12-15 11:31:15,3000,7000,10,1021.80,1023.35,1021.78,15.15,63.25,8.28,5.06,119.00,4.42
2019-12-15 11:31:30,3000,7000,10,1021.80,1023.35,1021.78,15.10,63.50,8.29,4.85,116.00,4.12
2019-12-15 11:31:45,3000,7000,10,1021.80,1023.35,1021.78,15.05,63.75,8.30,4.64,114.00,3.84
2019-12-15 11:32:00,3000,7000,10,1021.80,1023.35,1021.78,15.00,64.00,8.31,4.58,109.00,3.56
2019-12-15 11:32:15,3000,7000,10,1021.80,1023.35,1021.78,14.97,64.00,8.29,4.71,106.00,3.50
2019-12-15 11:32:30,3000,7000,10,1021.80,1023.35,1021.78,14.95,64.00,8.27,4.97,107.00,3.75
2019-12-15 11:32:45,3000,7000,10,1021.80,1023.35,1021.78,14.93,64.00,8.24,4.98,109.00,3.87
2019-12-15 11:33:00,3000,7000,10,1021.80,1023.35,1021.78,14.90,64.00,8.22,4.93,111.00,3.94
2019-12-15 11:33:15,3000,7000,10,1021.77,1023.33,1021.75,14.93,64.25,8.30,4.86,112.00,3.93
2019-12-15 11:33:30,3000,7000,10,1021.75,1023.30,1021.73,14.95,64.50,8.38,4.82,112.00,3.90
2019-12-15 11:33:45,3000,7000,10,1021.73,1023.27,1021.70,14.97,64.75,8.46,4.85,111.00,3.88
2019-12-15 11:34:00,3000,7000,10,1021.70,1023.25,1021.68,15.00,65.00,8.54,4.86,113.00,3.98
2019-12-15 11:34:15,3000,7000,10,1021.70,1023.25,1021.68,15.03,65.00,8.56,4.63,113.00,3.79
2019-12-15 11:34:30,3000,7000,10,1021.70,1023.25,1021.68,15.05,65.00,8.59,4.58,113.00,3.75
2019-12-15 11:34:45,3000,7000,10,1021.70,1023.25,1021.68,15.07,65.00,8.61,4.69,112.00,3.79
2019-12-15 11:35:00,3000,7000,10,1021.70,1023.25,1021.68,15.10,65.00,8.63,4.97,110.00,3.91
2019-12-15 11:35:15,3000,7000,10,1021.68,1023.23,1021.65,15.10,64.75,8.58,5.21,110.00,4.10
2019-12-15 11:35:30,3000,7000,10,1021.65,1023.20,1021.63,15.10,64.50,8.52,5.28,111.00,4.21
2019-12-15 11:35:45,3000,7000,10,1021.62,1023.17,1021.61,15.10,64.25,8.46,5.41,113.00,4.43
2019-12-15 11:36:00,3000,7000,10,1021.60,1023.15,1021.58,15.10,64.00,8.41,5.46,115.00,4.58
2019-12-15 11:36:15,3000,7000,10,1021.60,1023.15,1021.58,15.18,64.00,8.48,5.59,116.00,4.74
2019-12-15 11:36:30,3000,7000,10,1021.60,1023.15,1021.58,15.25,64.00,8.55,5.50,115.00,4.61
2019-12-15 11:36:45,3000,7000,10,1021.60,1023.15,1021.58,15.32,64.00,8.62,5.27,113.00,4.32
2019-12-15 11:37:00,3000,7000,10,1021.60,1023.15,1021.58,15.40,64.00,8.69,4.90,112.00,3.97
2019-12-15 11:37:15,3000,7000,10,1021.60,1023.15,1021.58,15.38,63.75,8.61,4.78,111.00,3.82
2019-12-15 11:37:30,3000,7000,10,1021.60,1023.15,1021.58,15.35,63.50,8.53,4.92,110.00,3.88
2019-12-15 11:37:45,3000,7000,10,1021.60,1023.15,1021.58,15.33,63.25,8.45,5.02,109.00,3.90
2019-12-15 11:38:00,3000,7000,10,1021.60,1023.15,1021.58,15.30,63.00,8.37,5.13,108.00,3.93
2019-12-15 11:38:15,3000,7000,10,1021.58,1023.12,1021.56,15.35,63.00,8.42,5.16,107.00,3.89
2019-12-15 11:38:30,3000,7000,10,1021.55,1023.10,1021.53,15.40,63.00,8.46,5.20,106.00,3.86
2019-12-15 11:38:45,3000,7000,10,1021.52,1023.07,1021.50,15.45,63.00,8.51,5.31,109.00,4.13
2019-12-15 11:39:00,3000,7000,10,1021.50,1023.05,1021.48,15.50,63.00,8.56,5.36,110.00,4.22
2019-12-15 11:39:15,3000,7000,10,1021.50,1023.05,1021.48,15.50,62.75,8.50,5.42,111.00,4.33
2019-12-15 11:39:30,3000,7000,10,1021.50,1023.05,1021.48,15.50,62.50,8.44,5.32,111.00,4.25
2019-12-15 11:39:45,3000,7000,10,1021.50,1023.05,1021.48,15.50,62.25,8.38,5.08,110.00,4.00
2019-12-15 11:40:00,3000,7000,10,1021.50,1023.05,1021.48,15.50,62.00,8.32,4.97,113.00,4.07
2019-12-15 11:40:15,3000,8000,10,1021.50,1023.05,1021.48,15.55,62.25,8.43,4.92,117.00,4.22
2019-12-15 11:40:30,3000,8000,10,1021.50,1023.05,1021.48,15.60,62.50,8.54,4.73,121.00,4.21
2019-12-15 11:40:45,3000,8000,10,1021.50,1023.05,1021.48,15.65,62.75,8.64,4.65,122.00,4.17
2019-12-15 11:41:00,3000,8000,10,1021.50,1023.05,1021.48,15.70,63.00,8.75,4.68,124.00,4.28
2019-12-15 11:41:15,3000,8000,10,1021.50,1023.05,1021.48,15.72,62.75,8.71,4.78,125.00,4.40
2019-12-15 11:41:30,3000,8000,10,1021.50,1023.05,1021.48,15.75,62.50,8.68,4.85,125.00,4.47
2019-12-15 11:41:45,3000,7000,10,1021.50,1023.05,1021.48,15.78,62.25,8.64,5.08,126.00,4.71
2019-12-15 11:42:00,3000,7000,10,1021.50,1023.05,1021.48,15.80,62.00,8.61,5.14,125.00,4.73
2019-12-15 11:42:15,3000,7000,10,1021.48,1023.02,1021.46,15.78,62.00,8.58,4.96,123.00,4.50
2019-12-15 11:42:30,3000,7000,10,1021.45,1023.00,1021.43,15.75,62.00,8.56,5.00,123.00,4.53
2019-12-15 11:42:45,3000,7000,10,1021.42,1022.98,1021.40,15.72,62.00,8.54,5.30,121.00,4.72
2019-12-15 11:43:00,3000,7000,10,1021.40,1022.95,1021.38,15.70,62.00,8.51,5.40,118.00,4.68
2019-12-15 11:43:15,3000,7000,10,1021.40,1022.95,1021.38,15.67,62.00,8.49,5.40,115.00,4.53
2019-12-15 11:43:30,3000,7000,10,1021.40,1022.95,1021.38,15.65,62.00,8.46,5.29,114.00,4.39
2019-12-15 11:43:45,3000,7000,10,1021.40,1022.95,1021.38,15.62,62.00,8.44,4.99,114.00,4.14
2019-12-15 11:44:00,3000,7000,10,1021.40,1022.95,1021.38,15.60,62.00,8.42,4.90,113.00,4.01
2019-12-15 11:44:15,3000,7000,10,1021.40,1022.95,1021.38,15.57,62.00,8.39,4.94,111.00,3.94
2019-12-15 11:44:30,3000,7000,10,1021.40,1022.95,1021.38,15.55,62.00,8.37,4.96,110.00,3.91
2019-12-15 11:44:45,3000,7000,10,1021.40,1022.95,1021.38,15.53,62.00,8.35,4.78,110.00,3.77
2019-12-15 11:45:00,3000,7000,10,1021.40,1022.95,1021.38,15.50,62.00,8.32,4.56,111.00,3.64
2019-12-15 11:45:15,3000,7000,10,1021.40,1022.95,1021.38,15.45,62.00,8.27,4.37,113.00,3.58
2019-12-15 11:45:30,3000,7000,10,1021.40,1022.95,1021.38,15.40,62.00,8.23,4.28,112.00,3.46
2019-12-15 11:45:45,3000,7000,10,1021.40,1022.95,1021.38,15.35,62.00,8.18,4.33,111.00,3.46
2019-12-15 11:46:00,3000,7000,10,1021.40,1022.95,1021.38,15.30,62.00,8.13,4.48,108.00,3.43
2019-12-15 11:46:15,3000,7000,10,1021.40,1022.95,1021.38,15.30,62.25,8.19,4.52,107.00,3.41
2019-12-15 11:46:30,3000,7000,10,1021.40,1022.95,1021.38,15.30,62.50,8.25,4.50,105.00,3.29
2019-12-15 11:46:45,3000,7000,10,1021.40,1022.95,1021.38,15.30,62.75,8.31,4.49,104.00,3.23
2019-12-15 11:47:00,3000,7000,10,1021.40,1022.95,1021.38,15.30,63.00,8.37,4.54,104.00,3.26
2019-12-15 11:47:15,3000,7000,10,1021.38,1022.93,1021.36,15.30,63.00,8.37,4.85,103.00,3.43
2019-12-15 11:47:30,3000,7000,10,1021.35,1022.90,1021.33,15.30,63.00,8.37,5.10,102.00,3.54
2019-12-15 11:47:45,3000,7000,10,1021.32,1022.88,1021.30,15.30,63.00,8.37,5.30,103.00,3.75
2019-12-15 11:48:00,3000,7000,10,1021.30,1022.85,1021.28,15.30,63.00,8.37,5.37,106.00,3.99
2019-12-15 11:48:15,3000,7000,10,1021.30,1022.85,1021.28,15.33,63.00,8.39,5.45,107.00,4.12
2019-12-15 11:48:30,3000,7000,10,1021.30,1022.85,1021.28,15.35,63.00,8.41,5.59,107.00,4.22
2019-12-15 11:48:45,3000,7000,10,1021.30,1022.85,1021.28,15.38,63.00,8.44,5.72,109.00,4.45
2019-12-15 11:49:00,3000,7000,10,1021.30,1022.85,1021.28,15.40,63.00,8.46,5.87,110.00,4.63
2019-12-15 11:49:15,3000,7000,10,1021.30,1022.85,1021.28,15.43,62.75,8.43,5.88,111.00,4.70
2019-12-15 11:49:30,3000,7000,10,1021.30,1022.85,1021.28,15.45,62.50,8.39,5.89,113.00,4.82
2019-12-15 11:49:45,3000,7000,10,1021.30,1022.85,1021.28,15.47,62.25,8.36,5.84,115.00,4.90
2019-12-15 11:50:00,3000,7000,10,1021.30,1022.85,1021.28,15.50,62.00,8.32,5.76,115.00,4.83
2019-12-15 11:50:15,3000,7000,10,1021.30,1022.85,1021.28,15.55,62.00,8.37,5.78,116.00,4.90
2019-12-15 11:50:30,3000,7000,10,1021.30,1022.85,1021.28,15.60,62.00,8.41,5.77,118.00,4.99
2019-12-15 11:50:45,3000,7000,10,1021.30,1022.85,1021.28,15.65,62.00,8.46,5.64,119.00,4.94
2019-12-15 11:51:00,3000,7000,10,1021.30,1022.85,1021.28,15.70,62.00,8.51,5.47,120.00,4.83
2019-12-15 11:51:15,3000,7000,10,1021.30,1022.85,1021.28,15.65,62.00,8.46,5.09,121.00,4.53
2019-12-15 11:51:30,3000,7000,10,1021.30,1022.85,1021.28,15.60,62.00,8.41,4.76,121.00,4.24
2019-12-15 11:51:45,3000,7000,10,1021.30,1022.85,1021.28,15.55,62.00,8.37,4.55,120.00,4.02
2019-12-15 11:52:00,3000,7000,10,1021.30,1022.85,1021.28,15.50,62.00,8.32,4.43,120.00,3.91
2019-12-15 11:52:15,3000,7000,10,1021.27,1022.83,1021.25,15.47,62.25,8.36,4.26,119.00,3.72
2019-12-15 11:52:30,3000,7000,10,1021.25,1022.80,1021.23,15.45,62.50,8.39,4.15,116.00,3.52
2019-12-15 11:52:45,3000,7000,10,1021.23,1022.77,1021.20,15.43,62.75,8.43,4.28,114.00,3.55
2019-12-15 11:53:00,3000,7000,10,1021.20,1022.75,1021.18,15.40,63.00,8.46,4.66,112.00,3.77
2019-12-15 11:53:15,3000,7000,10,1021.20,1022.75,1021.18,15.43,63.00,8.49,4.91,111.00,3.92
2019-12-15 11:53:30,3000,7000,10,1021.20,1022.75,1021.18,15.45,63.00,8.51,5.24,109.00,4.07
2019-12-15 11:53:45,3000,8000,10,1021.20,1022.75,1021.18,15.47,63.00,8.54,5.53,109.00,4.30
2019-12-15 11:54:00,3000,8000,10,1021.20,1022.75,1021.18,15.50,63.00,8.56,5.78,107.00,4.36
2019-12-15 11:54:15,3000,8000,10,1021.18,1022.73,1021.15,15.53,62.75,8.53,5.88,107.00,4.43
2019-12-15 11:54:30,3000,8000,10,1021.15,1022.70,1021.13,15.55,62.50,8.49,6.10,108.00,4.67
2019-12-15 11:54:45,3000,8000,10,1021.12,1022.67,1021.11,15.57,62.25,8.46,6.24,107.00,4.71
2019-12-15 11:55:00,3000,8000,10,1021.10,1022.65,1021.08,15.60,62.00,8.42,6.12,107.00,4.62
2019-12-15 11:55:15,3000,8000,10,1021.10,1022.65,1021.08,15.60,62.00,8.42,5.96,107.00,4.49
2019-12-15 11:55:30,3000,8000,10,1021.10,1022.65,1021.08,15.60,62.00,8.42,5.89,107.00,4.45
2019-12-15 11:55:45,3000,8000,10,1021.10,1022.65,1021.08,15.60,62.00,8.42,5.78,108.00,4.43
2019-12-15 11:56:00,3000,8000,10,1021.10,1022.65,1021.08,15.60,62.00,8.42,5.79,110.00,4.56
2019-12-15 11:56:15,3000,8000,10,1021.10,1022.65,1021.08,15.65,62.00,8.47,5.78,110.00,4.56
2019-12-15 11:56:30,3000,8000,10,1021.10,1022.65,1021.08,15.70,62.00,8.52,5.55,113.00,4.54
2019-12-15 11:56:45,3000,8000,10,1021.10,1022.65,1021.08,15.75,62.00,8.56,5.18,115.00,4.34
2019-12-15 11:57:00,3000,7000,10,1021.10,1022.65,1021.08,15.80,62.00,8.61,5.04,116.00,4.27
2019-12-15 11:57:15,3000,7000,10,1021.10,1022.65,1021.08,15.83,62.00,8.63,5.01,118.00,4.34
2019-12-15 11:57:30,3000,7000,10,1021.10,1022.65,1021.08,15.85,62.00,8.65,4.96,119.00,4.34
2019-12-15 11:57:45,3000,8000,10,1021.10,1022.65,1021.08,15.88,62.00,8.68,4.85,119.00,4.24
2019-12-15 11:58:00,3000,8000,10,1021.10,1022.65,1021.08,15.90,62.00,8.70,4.63,118.00,4.01
2019-12-15 11:58:15,3000,8000,10,1021.10,1022.65,1021.08,15.90,61.75,8.64,4.50,118.00,3.90
2019-12-15 11:58:30,3000,8000,10,1021.10,1022.65,1021.08,15.90,61.50,8.58,4.42,117.00,3.79
2019-12-15 11:58:45,3000,8000,10,1021.10,1022.65,1021.08,15.90,61.25,8.52,4.53,115.00,3.80
2019-12-15 11:59:00,3000,8000,10,1021.10,1022.65,1021.08,15.90,61.00,8.46,4.57,116.00,3.87
2019-12-15 11:59:15,3000,8000,10,1021.10,1022.65,1021.08,15.88,61.00,8.44,4.59,113.00,3.76
2019-12-15 11:59:30,3000,8000,10,1021.10,1022.65,1021.08,15.85,61.00,8.41,4.53,113.00,3.71
2019-12-15 11:59:45,3000,7000,10,1021.10,1022.65,1021.08,15.83,61.00,8.39,4.48,114.00,3.72
2019-12-15 12:00:00,3000,7000,10,1021.10,1022.65,1021.08,15.80,61.00,8.37,4.50,119.00,3.94
2019-12-15 12:00:15,3000,7000,10,1021.08,1022.62,1021.06,15.78,61.00,8.34,4.49,121.00,4.00
2019-12-15 12:00:30,3000,7000,10,1021.05,1022.60,1021.03,15.75,61.00,8.32,4.44,122.00,3.99
2019-12-15 12:00:45,3000,7000,10,1021.02,1022.57,1021.00,15.72,61.00,8.29,4.29,124.00,3.92
2019-12-15 12:01:00,3000,7000,10,1021.00,1022.55,1020.98,15.70,61.00,8.27,4.19,122.00,3.77
2019-12-15 12:01:15,3000,7000,10,1021.00,1022.55,1020.98,15.72,61.25,8.36,4.20,122.00,3.77
2019-12-15 12:01:30,3000,7000,10,1021.00,1022.55,1020.98,15.75,61.50,8.44,4.24,122.00,3.81
2019-12-15 12:01:45,3000,7000,10,1021.00,1022.55,1020.98,15.78,61.75,8.52,4.06,124.00,3.71
2019-12-15 12:02:00,3000,7000,10,1021.00,1022.55,1020.98,15.80,62.00,8.61,4.09,120.00,3.61
2019-12-15 12:02:15,3000,7000,10,1020.98,1022.52,1020.96,15.83,62.00,8.63,4.10,116.00,3.48
2019-12-15 12:02:30,3000,7000,10,1020.95,1022.50,1020.93,15.85,62.00,8.65,4.16,114.00,3.45
2019-12-15 12:02:45,3000,7000,10,1020.92,1022.48,1020.90,15.88,62.00,8.68,4.14,111.00,3.31
2019-12-15 12:03:00,3000,7000,10,1020.90,1022.45,1020.88,15.90,62.00,8.70,4.14,110.00,3.26
2019-12-15 12:03:15,3000,7000,10,1020.90,1022.45,1020.88,15.93,61.75,8.66,4.01,110.00,3.16
2019-12-15 12:03:30,3000,7000,10,1020.90,1022.45,1020.88,15.95,61.50,8.63,3.84,109.00,2.98
2019-12-15 12:03:45,3000,7000,10,1020.90,1022.45,1020.88,15.97,61.25,8.60,4.00,103.00,2.83
2019-12-15 12:04:00,3000,7000,10,1020.90,1022.45,1020.88,16.00,61.00,8.56,4.04,101.00,2.76
2019-12-15 12:04:15,3000,7000,10,1020.90,1022.45,1020.88,16.00,61.00,8.56,4.09,100.00,2.74
2019-12-15 12:04:30,3000,7000,10,1020.90,1022.45,1020.88,16.00,61.00,8.56,4.28,99.00,2.81
2019-12-15 12:04:45,3000,7000,10,1020.90,1022.45,1020.88,16.00,61.00,8.56,4.61,100.00,3.08
2019-12-15 12:05:00,3000,7000,10,1020.90,1022.45,1020.88,16.00,61.00,8.56,4.87,102.00,3.38
2019-12-15 12:05:15,3000,7000,10,1020.88,1022.43,1020.86,15.97,61.00,8.54,5.05,104.00,3.63
2019-12-15 12:05:30,3000,7000,10,1020.85,1022.40,1020.83,15.95,61.00,8.51,5.26,105.00,3.84
2019-12-15 12:05:45,3000,7000,10,1020.82,1022.38,1020.80,15.93,61.00,8.49,5.38,109.00,4.18
2019-12-15 12:06:00,3000,7000,10,1020.80,1022.35,1020.78,15.90,61.00,8.46,5.35,113.00,4.38
2019-12-15 12:06:15,3000,7000,10,1020.82,1022.38,1020.80,15.88,61.00,8.44,5.43,118.00,4.70
2019-12-15 12:06:30,3000,7000,10,1020.85,1022.40,1020.83,15.85,61.00,8.41,5.40,122.00,4.86
2019-12-15 12:06:45,3000,7000,10,1020.88,1022.43,1020.86,15.83,61.00,8.39,5.15,124.00,4.71
2019-12-15 12:07:00,3000,7000,10,1020.90,1022.45,1020.88,15.80,61.00,8.37,4.89,125.00,4.50
2019-12-15 12:07:15,3000,7000,10,1020.90,1022.45,1020.88,15.83,61.25,8.45,4.80,125.00,4.42
2019-12-15 12:07:30,3000,7000,10,1020.90,1022.45,1020.88,15.85,61.50,8.54,4.87,124.00,4.45
2019-12-15 12:07:45,3000,7000,10,1020.90,1022.45,1020.88,15.88,61.75,8.62,4.83,122.00,4.34
2019-12-15 12:08:00,3000,7000,10,1020.90,1022.45,1020.88,15.90,62.00,8.70,4.83,120.00,4.26
2019-12-15 12:08:15,3000,7000,10,1020.88,1022.43,1020.86,15.95,61.75,8.69,4.73,118.00,4.10
2019-12-15 12:08:30,3000,7000,10,1020.85,1022.40,1020.83,16.00,61.50,8.68,4.66,116.00,3.95
2019-12-15 12:08:45,3000,7000,10,1020.82,1022.38,1020.80,16.05,61.25,8.66,4.73,114.00,3.92
2019-12-15 12:09:00,3000,7000,10,1020.80,1022.35,1020.78,16.10,61.00,8.65,4.80,110.00,3.78
2019-12-15 12:09:15,3000,7000,10,1020.80,1022.35,1020.78,16.12,61.00,8.68,4.74,109.00,3.68
2019-12-15 12:09:30,3000,7000,10,1020.80,1022.35,1020.78,16.15,61.00,8.70,4.53,110.00,3.57
2019-12-15 12:09:45,3000,7000,10,1020.80,1022.35,1020.78,16.18,61.00,8.72,4.42,111.00,3.53
2019-12-15 12:10:00,3000,7000,10,1020.80,1022.35,1020.78,16.20,61.00,8.75,4.21,112.00,3.41
2019-12-15 12:10:15,3000,7000,10,1020.80,1022.35,1020.78,16.18,60.75,8.66,4.05,112.00,3.28
2019-12-15 12:10:30,3000,7000,10,1020.80,1022.35,1020.78,16.15,60.50,8.58,3.87,111.00,3.09
2019-12-15 12:10:45,3000,7000,10,1020.80,1022.35,1020.78,16.12,60.25,8.50,3.66,113.00,3.00
2019-12-15 12:11:00,3000,7000,10,1020.80,1022.35,1020.78,16.10,60.00,8.41,3.49,116.00,2.96
2019-12-15 12:11:15,3000,7000,10,1020.80,1022.35,1020.78,16.08,60.00,8.39,3.35,119.00,2.93
2019-12-15 12:11:30,3000,7000,10,1020.80,1022.35,1020.78,16.05,60.00,8.37,3.30,120.00,2.92
2019-12-15 12:11:45,3000,7000,10,1020.80,1022.35,1020.78,16.02,60.00,8.34,3.20,119.00,2.80
2019-12-15 12:12:00,3000,7000,10,1020.80,1022.35,1020.78,16.00,60.00,8.32,3.22,117.00,2.76
2019-12-15 12:12:15,3000,7000,10,1020.80,1022.35,1020.78,16.00,60.25,8.38,3.49,118.00,3.02
2019-12-15 12:12:30,3000,7000,10,1020.80,1022.35,1020.78,16.00,60.50,8.44,3.77,118.00,3.27
2019-12-15 12:12:45,3000,7000,10,1020.80,1022.35,1020.78,16.00,60.75,8.50,4.10,118.00,3.55
2019-12-15 12:13:00,3000,7000,10,1020.80,1022.35,1020.78,16.00,61.00,8.56,4.40,119.00,3.85
2019-12-15 12:13:15,3000,7000,10,1020.77,1022.33,1020.75,16.02,60.75,8.52,4.57,120.00,4.03
2019-12-15 12:13:30,3000,7000,10,1020.75,1022.30,1020.73,16.05,60.50,8.48,4.66,125.00,4.29
